Season,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,,,,,,,,,,,,
2017,5,5,2016-11-04,,MIA,W,96,87,104.2,94.5,92.1,0.214,0.298,0.522,53.8,37.8,7.6,8.3,,0.476,14,29.5,0.19,,0.438,12.1,75.5,0.114,9,28,0.321,10,15,0.667,12,43,19,10,5,13,22
2017,6,6,2016-11-06,,SAC,L,91,96,106.1,111.9,85.8,0.369,0.357,0.466,47.8,73.3,7,8.1,,0.399,5.8,27.7,0.286,,0.468,8.9,69.8,0.295,5,16,0.313,23,31,0.742,13,47,21,4,5,9,22
2017,7,7,2016-11-09,@,OKC,W,112,102,120,109.3,93.3,0.265,0.313,0.604,47.3,58.1,10.7,15,,0.584,10.6,20,0.181,,0.5,17.8,71.8,0.378,12,34,0.353,28,31,0.903,11,39,18,6,5,19,21
2017,8,8,2016-11-11,@,CHO,W,113,111,119.2,117.1,94.8,0.244,0.244,0.567,44.1,41.9,8.4,9.6,,0.511,4.8,17,0.233,,0.5,9.6,67.3,0.194,17,41,0.415,18,24,0.75,18,57,22,1,4,11,16
2017,9,9,2016-11-12,,NYK,W,118,107,119.6,108.5,98.6,0.458,0.265,0.592,47.3,46.2,10.1,8.1,,0.512,9.9,25.6,0.398,,0.49,13.3,66,0.124,7,23,0.304,12,16,0.75,17,49,19,3,2,16,23
2017,10,10,2016-11-15,@,CLE,L,117,121,118.2,122.2,99,0.188,0.302,0.563,46.5,52.2,11.1,10,,0.547,7.1,25,0.125,,0.608,15.1,73.7,0.241,13,33,0.394,20,28,0.714,10,46,26,4,7,17,18
2017,11,11,2016-11-16,,GSW,L,121,127,121.4,127.5,99.6,0.5,0.305,0.605,56.8,43.2,8,2,,0.512,12.3,31.7,0.451,,0.58,10.8,82.5,0.299,13,36,0.361,26,28,0.929,7,35,33,9,7,12,25
2017,12,12,2016-11-18,@,DEN,W,113,111,102.7,100.8,99.7,0.33,0.245,0.525,42.7,53.5,7.3,3.4,,0.5,9.3,10.7,0.202,,0.494,15.9,80.9,0.349,4,25,0.16,29,39,0.744,9,59,29,7,4,19,26
2017,13,13,2016-11-20,@,SAC,L,99,102,104,107.1,95.2,0.282,0.282,0.518,56.5,47.1,7.4,11.1,,0.453,13.6,32.7,0.259,,0.512,12.4,88.9,0.235,11,27,0.407,19,25,0.76,4,37,26,8,8,13,18
2017,14,14,2016-11-21,@,LAC,L,115,123,116.3,124.4,98.9,0.4,0.238,0.611,43.2,47.5,10.1,4.1,,0.55,10.5,10,0.338,,0.595,13.1,82.4,0.473,10,25,0.4,35,42,0.833,6,42,23,5,4,14,24
2017,15,15,2016-11-23,@,HOU,W,115,102,122,108.2,94.3,0.239,0.261,0.591,49.4,65.1,14.8,19.4,,0.557,12.6,34.9,0.193,,0.577,23.8,67.6,0.154,14,42,0.333,12,12,1,11,39,29,6,7,26,22
2017,16,16,2016-11-25,@,MIL,W,105,99,121.8,114.8,86.2,0.232,0.39,0.581,50,47.4,3.5,10,,0.549,9.1,26.2,0.183,,0.582,11.5,79.4,0.089,12,29,0.414,7,12,0.583,7,38,26,4,2,11,19
2017,17,17,2016-11-28,,PHI,W,122,95,132.7,103.4,91.9,0.403,0.247,0.673,52.5,52.4,12,15.4,,0.63,11.7,23.5,0.325,,0.5,13.2,73.9,0.105,14,34,0.412,9,13,0.692,12,38,27,9,4,14,21
2017,18,18,2016-11-30,,MEM,W,120,105,132.1,115.6,90.8,0.478,0.464,0.718,58.9,60.5,7.7,7.3,,0.667,17.7,35.7,0.406,,0.506,13,73.3,0.268,11,27,0.407,22,26,0.846,12,30,16,13,1,14,25
2017,19,19,2016-12-02,,LAL,W,113,80,123.2,87.2,91.7,0.157,0.349,0.637,48.9,55.6,8.7,7.5,,0.614,10.1,20.6,0.133,,0.376,13.7,66.1,0.108,6,26,0.231,10,17,0.588,19,46,16,6,2,16,18
2017,20,20,2016-12-03,,ATL,W,128,84,133.7,87.8,95.7,0.12,0.261,0.661,55.8,52.8,14.6,11.7,,0.647,11,32.4,0.098,,0.438,16,73.5,0.08,7,28,0.25,7,14,0.5,13,38,21,7,5,18,13
2017,21,21,2016-12-05,,CLE,L,112,116,120.6,124.9,92.9,0.307,0.364,0.561,40.7,57.9,8.6,9.6,,0.506,6.5,22.2,0.261,,0.56,12.7,63.9,0.262,14,32,0.438,22,27,0.815,13,48,21,4,3,14,21
2017,22,22,2016-12-08,,MIN,W,124,110,137.7,122.1,90.1,0.379,0.31,0.611,49.4,58.1,5.6,8.3,,0.563,7.3,37.2,0.299,,0.563,12.1,61.9,0.125,9,28,0.321,11,15,0.733,16,43,19,3,1,13,26
2017,23,23,2016-12-09,@,BOS,W,101,94,105.9,98.6,95.4,0.329,0.244,0.538,52.1,35.3,9.4,4.9,,0.47,10.5,17.4,0.293,,0.476,12.3,84,0.181,17,42,0.405,15,22,0.682,8,46,24,5,4,13,18
2017,24,24,2016-12-12,,MIL,W,122,100,132.4,108.5,92.2,0.346,0.309,0.654,55.4,61.9,7.6,3.1,,0.605,13,35.9,0.296,,0.494,10.2,72.7,0.135,4,24,0.167,12,17,0.706,12,37,27,8,3,11,20
2017,25,25,2016-12-14,@,PHI,W,123,114,131.8,122.1,93.3,0.414,0.333,0.598,47.6,51.2,9.6,5.3,,0.529,8,34.1,0.356,,0.552,12.6,63.2,0.221,9,29,0.31,19,25,0.76,14,43,29,5,4,14,27
2017,26,26,2016-12-16,,ATL,L,121,125,126.8,131,95.4,0.302,0.244,0.621,38.9,42.6,7.3,8.2,,0.605,8.5,21.6,0.198,,0.599,12.3,57.1,0.256,11,25,0.44,22,32,0.688,15,44,26,6,6,14,22
2017,27,27,2016-12-18,@,ORL,W,109,79,115.6,83.8,94.3,0.241,0.31,0.566,52.8,46.5,10.6,11.3,,0.534,9.4,23.8,0.184,,0.428,17.9,78.7,0.096,3,21,0.143,8,9,0.889,10,42,13,5,3,19,17
2017,28,28,2016-12-20,,BRK,W,116,104,112.9,101.2,102.8,0.341,0.198,0.554,48,45.2,12.6,16.1,,0.505,11.1,24,0.264,,0.451,13.4,72,0.242,10,35,0.286,22,28,0.786,14,52,20,9,5,16,23
2017,29,29,2016-12-23,@,UTA,W,104,98,112.9,106.4,92.1,0.185,0.259,0.594,47.4,27.9,13,7.7,,0.58,10.2,13.9,0.123,,0.506,15.3,77.5,0.228,10,27,0.37,18,21,0.857,9,40,21,7,2,16,16
2017,30,30,2016-12-26,@,POR,W,95,91,96.6,92.5,98.4,0.253,0.358,0.45,49.1,53.1,11.2,6.7,,0.4,10.2,24.6,0.2,,0.47,16.5,77.6,0.157,8,23,0.348,13,18,0.722,11,54,22,8,4,18,22
2017,31,31,2016-12-28,@,GSW,L,111,121,113,123.2,98.2,0.214,0.34,0.493,46.9,60,13.2,10.3,,0.451,5.8,31.1,0.175,,0.654,18.4,74.3,0.185,14,23,0.609,15,18,0.833,9,51,33,4,9,20,16
2017,32,32,2016-12-29,@,PHO,L,91,99,93.8,102,97.1,0.387,0.36,0.518,47.8,33.3,12.4,8.1,,0.447,17,20.5,0.32,,0.5,17.7,73.9,0.193,9,21,0.429,16,23,0.696,12,47,20,10,4,20,28
2017,33,33,2017-01-01,@,LAL,W,123,114,128.6,119.2,95.6,0.427,0.227,0.69,48.2,42.9,5.2,15,,0.627,15.2,15.6,0.387,,0.484,6.2,68.6,0.272,15,32,0.469,25,31,0.806,16,43,19,8,3,7,21
2017,34,34,2017-01-03,@,SAS,L,82,110,90.6,121.5,90.6,0.265,0.217,0.442,50,25.8,8.8,7.4,,0.398,11.5,27.5,0.193,,0.635,15.1,82.9,0.141,13,24,0.542,11,15,0.733,6,43,32,7,15,15,18
2017,35,35,2017-01-05,,UTA,W,101,93,119.4,109.9,84.6,0.308,0.231,0.489,49.5,38.9,11.8,11.3,,0.44,3.7,38.2,0.231,,0.514,18,66.7,0.247,7,20,0.35,18,21,0.857,12,46,16,2,4,18,22
2017,36,36,2017-01-07,@,CHI,L,118,123,111.4,116.1,95.9,0.506,0.365,0.568,40.6,54.1,10.4,7.2,,0.482,8.8,12.2,0.424,,0.448,10.9,67.3,0.371,11,28,0.393,36,39,0.923,17,60,25,5,2,14,27
2017,37,37,2017-01-08,,HOU,L,122,129,117,123.7,104.3,0.385,0.321,0.669,50,45.2,6.7,5.9,,0.609,15.7,12.1,0.346,,0.579,12.8,77.8,0.292,11,38,0.289,26,31,0.839,10,39,27,9,6,15,22
2017,38,38,2017-01-10,,BOS,W,114,106,116.7,108.5,97.7,0.31,0.253,0.576,60.2,41.5,9.2,12.1,,0.529,14.7,38.6,0.253,,0.524,13,84.6,0.2,9,27,0.333,17,20,0.85,6,33,21,7,3,14,20
2017,39,39,2017-01-13,,BRK,W,132,113,132.5,113.4,99.6,0.216,0.289,0.621,58.3,40.4,7,18,,0.593,7,29.5,0.175,,0.564,10.4,90,0.186,17,36,0.472,16,20,0.8,4,35,26,5,1,11,16
2017,40,40,2017-01-15,,NYK,W,116,101,121.1,105.5,95.8,0.258,0.247,0.585,50.6,47.7,9.4,7.3,,0.539,9.2,25,0.225,,0.488,12.7,74.4,0.226,12,29,0.414,19,27,0.704,11,41,21,7,7,14,16
2017,41,41,2017-01-17,@,BRK,W,119,109,122.4,112.1,97.2,0.174,0.207,0.601,51.8,37.5,8.2,9.5,,0.576,8.3,25,0.141,,0.489,11.5,75.6,0.247,7,26,0.269,22,24,0.917,11,41,20,7,6,13,19
2017,42,42,2017-01-18,@,PHI,L,89,94,93.8,99.1,94.9,0.267,0.279,0.463,48.3,50,10.5,4.4,,0.43,8.6,22.6,0.174,,0.507,20.9,86.1,0.348,8,24,0.333,24,32,0.75,5,46,20,5,7,22,21
2017,43,43,2017-01-20,@,CHO,L,78,113,84.6,122.6,92.2,0.163,0.349,0.423,39.3,34.5,7.6,9.1,,0.378,11.5,16.7,0.151,,0.575,13.3,69.4,0.263,12,25,0.48,21,25,0.84,11,51,24,9,4,14,13
2017,44,44,2017-01-22,,PHO,L,103,115,105.9,118.2,97.3,0.422,0.325,0.523,43.8,57.6,9.3,14,,0.44,8.4,15.6,0.361,,0.563,14.1,80,0.329,9,22,0.409,26,28,0.929,7,45,20,6,1,15,28
2017,45,45,2017-01-24,,SAS,L,106,108,106.7,108.7,99.4,0.333,0.298,0.55,55.6,26.3,9.1,13.1,,0.488,11.9,25,0.286,,0.488,10.8,85.4,0.294,7,24,0.292,25,33,0.758,6,36,20,7,6,12,18
2017,46,46,2017-01-25,@,MEM,L,99,101,110.2,112.4,89.8,0.207,0.37,0.493,50,41,6.7,7.1,,0.478,7.4,26.5,0.12,,0.526,9.2,78,0.244,10,22,0.455,19,25,0.76,9,45,18,3,7,9,17
2017,47,47,2017-01-27,,MIL,W,102,86,108.3,91.3,94.2,0.274,0.298,0.542,52.2,54.1,9.6,17.5,,0.5,12.9,27.9,0.214,,0.431,17.3,74.5,0.213,7,23,0.304,17,24,0.708,12,43,19,6,7,19,22
2017,48,48,2017-01-29,,ORL,L,113,114,119.7,120.8,94.4,0.456,0.354,0.596,52.6,52.8,8.5,5.4,,0.532,10.4,23.1,0.367,,0.595,11.7,83.8,0.253,10,23,0.435,20,26,0.769,6,36,25,6,6,12,28
2017,49,49,2017-01-31,,NOP,W,108,106,109.3,107.3,89.5,0.16,0.33,0.537,53.5,44.2,5.1,9.4,,0.511,12.2,27.7,0.128,,0.489,9.7,75.9,0.149,12,30,0.4,14,19,0.737,13,47,17,11,7,11,16
2017,50,50,2017-02-01,@,BOS,L,104,109,111,116.3,93.7,0.321,0.397,0.584,51.3,41.5,6.4,9.8,,0.577,14.4,22.9,0.179,,0.483,8.2,73.3,0.287,12,36,0.333,25,30,0.833,12,39,24,6,2,9,21
2017,51,51,2017-02-03,@,ORL,L,94,102,102.8,111.6,91.4,0.241,0.322,0.488,48.9,44.1,5.5,7.6,,0.448,10.3,27.1,0.184,,0.494,10.5,73.8,0.288,5,14,0.357,23,32,0.719,11,46,22,4,7,11,16
2017,52,52,2017-02-05,@,BRK,W,103,95,105.9,97.7,97.3,0.23,0.218,0.538,51.7,52.5,8.2,9.5,,0.489,10.3,18.6,0.207,,0.507,19.8,84.1,0.237,13,34,0.382,18,21,0.857,7,42,19,8,7,21,19
2017,53,53,2017-02-06,,LAC,W,118,109,125.4,115.8,94.1,0.345,0.286,0.61,54.7,48.8,6.4,1.8,,0.548,8.5,26.8,0.31,,0.539,8.4,80,0.133,13,35,0.371,12,18,0.667,9,39,24,7,5,9,19
2017,54,54,2017-02-08,@,MIN,L,109,112,124.1,127.5,87.8,0.253,0.354,0.621,50,45.2,6.8,4.9,,0.601,12.9,28.6,0.177,,0.531,7.9,70.3,0.338,7,19,0.368,27,30,0.9,11,36,22,8,3,8,20
2017,55,55,2017-02-12,,DET,L,101,102,114.2,115.3,88.4,0.333,0.213,0.587,48.1,47.4,4.5,9.4,,0.56,9.5,16.7,0.227,,0.476,6.7,74.4,0.262,8,31,0.258,22,29,0.759,11,41,12,8,5,7,18
2017,56,56,2017-02-14,@,CHI,L,94,105,99.7,111.4,94.3,0.312,0.26,0.537,47.9,42.9,9.5,1.8,,0.487,15.4,21.1,0.247,,0.527,16.1,78.8,0.384,7,17,0.412,28,35,0.8,7,37,22,8,5,17,23
2017,57,57,2017-02-15,,CHO,W,90,85,96.1,90.8,93.6,0.226,0.381,0.487,51.1,59.4,8.5,10.5,,0.452,13.2,17,0.167,,0.507,17.5,88.4,0.105,13,38,0.342,8,9,0.889,5,44,21,9,6,17,18
2017,58,58,2017-02-24,,BOS,W,107,97,119.4,108.2,89.6,0.358,0.185,0.571,53.2,37.5,7.8,10,,0.525,8.8,25.6,0.272,,0.5,11.1,81.6,0.244,12,38,0.316,19,22,0.864,7,36,19,4,3,11,21
2017,59,59,2017-02-26,,POR,W,112,106,120.1,113.7,93.2,0.346,0.256,0.623,50,38.1,7.5,8.6,,0.583,10,13.9,0.269,,0.5,8.7,81,0.342,9,21,0.429,27,35,0.771,8,39,16,6,5,9,26
2017,60,60,2017-02-27,@,NYK,W,92,91,104.9,103.7,87.7,0.295,0.333,0.522,50.6,36.4,10.3,6.1,,0.468,12,25.6,0.244,,0.514,17.3,78.9,0.219,9,24,0.375,16,19,0.842,8,40,17,10,6,17,19
2017,61,61,2017-03-01,,WAS,L,96,105,101.8,111.4,94.3,0.289,0.222,0.473,53.2,33.3,8.5,6.8,,0.406,9.8,30.2,0.256,,0.53,11.5,82.9,0.19,9,25,0.36,16,19,0.842,7,44,32,6,6,12,21
2017,62,62,2017-03-03,@,WAS,W,114,106,116.2,108.1,98.1,0.333,0.309,0.614,53.1,39,5.1,14.5,,0.574,15.5,26.8,0.259,,0.424,9.4,72.7,0.304,10,30,0.333,28,32,0.875,15,45,23,8,6,11,21
2017,63,63,2017-03-04,@,MIL,L,94,101,103.6,111.4,90.7,0.267,0.28,0.561,46.2,57.1,2.2,6.7,,0.513,11.6,8.3,0.227,,0.471,5.8,78.6,0.218,6,27,0.222,19,23,0.826,9,42,16,3,4,6,18
2017,64,64,2017-03-08,@,NOP,W,94,87,105.9,98,88.7,0.303,0.276,0.546,51.2,58.3,6.8,11.8,,0.526,11.3,20,0.184,,0.481,14,81,0.125,9,29,0.31,10,13,0.769,8,40,22,6,3,14,20
2017,65,65,2017-03-10,@,ATL,L,99,105,101.3,107.4,97.8,0.293,0.272,0.477,50.5,51.4,17.4,9.4,,0.424,9.6,30.2,0.228,,0.573,19.3,78.9,0.253,8,22,0.364,19,29,0.655,8,45,24,8,6,21,20
2017,66,66,2017-03-11,@,MIA,L,89,104,96.6,112.9,92.1,0.284,0.17,0.449,57.8,21.2,6.5,11.4,,0.386,10.8,33.3,0.239,,0.563,12.2,91.4,0.319,11,28,0.393,23,33,0.697,3,35,21,8,10,12,19
2017,67,67,2017-03-13,,DAL,W,100,78,113.8,88.7,87.9,0.231,0.321,0.582,61.8,51.4,8,10,,0.532,12.3,25,0.218,,0.406,7.2,86.8,0.106,7,25,0.28,9,13,0.692,7,34,21,4,6,7,19
2017,68,68,2017-03-16,,OKC,L,102,123,101.1,121.9,100.9,0.37,0.247,0.541,40.5,40.5,9.9,15.9,,0.488,12.9,14,0.284,,0.614,15.7,72.2,0.17,14,25,0.56,15,19,0.789,10,47,33,10,1,18,22
2017,69,69,2017-03-17,@,DET,W,87,75,96.6,83.3,90.1,0.256,0.346,0.501,52,63.3,5.6,3.2,,0.442,12.1,17.8,0.231,,0.367,11.5,78.9,0.169,3,20,0.15,14,21,0.667,12,49,14,5,5,12,17
2017,70,70,2017-03-19,,IND,W,116,91,122.9,96.4,94.4,0.176,0.297,0.592,60.7,55.6,7.4,12.3,,0.56,14,36.8,0.154,,0.45,12.4,80.4,0.238,6,23,0.261,19,26,0.731,9,33,22,7,2,13,23
2017,71,71,2017-03-21,,CHI,W,122,120,117.3,115.4,94.2,0.284,0.242,0.571,56.2,38.3,5.8,7.5,,0.537,13,34.8,0.211,,0.544,12.1,79.1,0.244,14,37,0.378,22,27,0.815,9,39,25,9,10,14,24
2017,72,72,2017-03-23,@,MIA,W,101,84,105.6,87.8,95.7,0.405,0.291,0.543,58.6,28.6,9.4,5.1,,0.481,15.4,29.7,0.316,,0.427,14.8,80,0.171,6,23,0.261,14,23,0.609,10,36,20,8,11,16,23
2017,73,73,2017-03-25,@,DAL,W,94,86,109.2,99.9,86.1,0.111,0.259,0.553,52.4,56.4,10.5,5.6,,0.537,14.1,30,0.086,,0.421,11.7,72.7,0.207,7,28,0.25,17,20,0.85,12,40,20,10,4,12,16
2017,74,74,2017-03-27,,ORL,W,131,112,128.8,110.1,101.7,0.422,0.181,0.666,56.6,49,6.9,11.8,,0.651,13.2,26.5,0.277,,0.511,9.9,81,0.25,4,20,0.2,22,28,0.786,8,33,19,11,3,11,23
2017,75,75,2017-03-29,,CHO,L,106,110,118.3,122.8,89.6,0.289,0.373,0.566,53.7,60.5,4.5,13,,0.524,12.2,32.5,0.229,,0.547,7.7,73.8,0.186,16,32,0.5,16,21,0.762,11,38,23,6,2,8,18
2017,76,76,2017-03-31,,IND,W,111,100,117.9,106.2,94.1,0.427,0.329,0.57,55.8,62.2,7.4,8.2,,0.537,12.6,34.8,0.28,,0.477,11.9,75.5,0.195,11,26,0.423,17,21,0.81,12,42,19,7,4,13,21
2017,77,77,2017-04-02,,PHI,W,113,105,119.6,111.1,94.5,0.224,0.224,0.605,50,54.3,12.7,20.5,,0.576,13.8,29.4,0.176,,0.519,17.3,67.5,0.275,11,36,0.306,22,25,0.88,13,37,25,8,5,19,20
2017,78,78,2017-04-04,@,IND,L,90,108,97.4,116.9,92.4,0.25,0.303,0.533,48.2,32.4,7.6,7.8,,0.48,13.4,15.4,0.224,,0.506,10.2,77.3,0.202,12,25,0.48,18,18,1,10,43,16,7,4,11,17
2017,79,79,2017-04-05,@,DET,W,105,102,113.3,110,92.7,0.172,0.345,0.561,44.4,70.7,7.6,3.3,,0.529,10.5,17.5,0.149,,0.562,13.6,70.7,0.136,7,21,0.333,11,18,0.611,12,45,22,5,4,14,21
2017,80,80,2017-04-07,,MIA,W,96,94,100.2,98.1,95.8,0.282,0.235,0.502,50,40,10.4,6.7,,0.465,13.6,28.6,0.2,,0.446,16.6,69.6,0.241,8,23,0.348,20,29,0.69,14,44,16,10,5,19,21
2017,81,81,2017-04-09,@,NYK,W,110,97,120.4,106.2,91.3,0.299,0.403,0.631,53.2,50,8.8,1.9,,0.584,10.3,14.3,0.26,,0.506,11,85.7,0.171,9,28,0.321,14,15,0.933,6,36,27,6,1,11,18
2017,82,82,2017-04-12,@,CLE,W,98,83,111.1,94.1,88.2,0.186,0.302,0.527,53.3,50,9.1,5.1,,0.512,7.9,27.3,0.116,,0.434,14.8,78.3,0.224,10,37,0.27,17,24,0.708,10,42,20,5,7,15,14
2016,1,1,2015-10-28,,IND,W,106,99,102.3,95.5,103.6,0.488,0.225,0.545,55.6,52.8,7.7,3.2,,0.494,17.1,22,0.338,,0.424,11.5,83.7,0.302,,,,,,,,,,,,,
2016,2,2,2015-10-30,@,BOS,W,113,103,104.4,95.1,108.3,0.427,0.317,0.58,58.2,63.9,10.2,5.1,,0.506,17.7,22.5,0.366,,0.418,14.2,86.3,0.376,,,,,,,,,,,,,
2016,3,3,2015-11-01,,MIL,W,106,87,119.4,98,88.8,0.222,0.278,0.536,58.2,53.7,13.5,6,,0.517,11.6,40.9,0.144,,0.457,18.5,80,0.348,,,,,,,,,,,,,
2016,4,4,2015-11-03,@,DAL,W,102,91,106.4,94.9,95.9,0.317,0.207,0.546,51.6,48.6,8.3,9.5,,0.482,14.6,25,0.28,,0.424,13.4,72.5,0.209,,,,,,,,,,,,,
2016,5,5,2015-11-04,@,OKC,W,103,98,108.6,103.4,94.8,0.494,0.177,0.536,52.3,36.4,14.8,5.1,,0.449,12.7,28.6,0.405,,0.524,17.7,75,0.146,,,,,,,,,,,,,
2016,6,6,2015-11-06,@,ORL,L,87,92,97.8,103.4,89,0.337,0.267,0.44,52.4,43.3,5.6,9.6,,0.378,8.4,30.6,0.256,,0.487,12.2,82.9,0.221,,,,,,,,,,,,,
2016,7,7,2015-11-08,@,MIA,L,76,96,86.4,109.1,88,0.31,0.268,0.471,44.2,60.7,9.1,7.9,,0.415,16.5,16.7,0.239,,0.47,9.6,70.5,0.217,,,,,,,,,,,,,
2016,8,8,2015-11-10,,NYK,L,109,111,114.3,116.4,95.4,0.464,0.202,0.539,52.7,67.6,7.3,8.3,,0.464,9.8,31.1,0.369,,0.5,8,72.9,0.168,,,,,,,,,,,,,
2016,9,9,2015-11-11,@,PHI,W,119,103,129.6,112.2,91.8,0.348,0.202,0.58,60.2,51.2,7.6,12.1,,0.511,7.2,39.5,0.315,,0.529,10.4,78,0.126,,,,,,,,,,,,,
2016,10,10,2015-11-13,,NOP,W,100,81,111.2,90.1,89.9,0.351,0.273,0.563,55.8,55.9,8.9,8.5,,0.5,14.4,31.7,0.299,,0.409,13.4,77.8,0.171,,,,,,,,,,,,,
2016,11,11,2015-11-15,@,SAC,L,101,107,104.3,110.5,96.8,0.161,0.356,0.542,46.2,47.4,13.4,2,,0.523,13.9,17.5,0.115,,0.579,18,76.3,0.25,,,,,,,,,,,,,
